,chromosome,source,feature_type,start,end,score,strand,phase,attributes
1900926,NC_000007.14,BestRefSeq%2CGnomon,gene,142941114,142962363,.,-,.,"ID=gene-KEL;Dbxref=GeneID:3792,HGNC:HGNC:6308,MIM:613883;Name=KEL;description=Kell metallo-endopeptidase (Kell blood group);gbkey=Gene;gene=KEL;gene_biotype=protein_coding;gene_synonym=CD238,ECE3,Kell"
1901048,NC_000007.14,BestRefSeq,gene,143026200,143027132,.,-,.,"ID=gene-OR9A2;Dbxref=GeneID:135924,HGNC:HGNC:15093;Name=OR9A2;description=olfactory receptor family 9 subfamily A member 2;gbkey=Gene;gene=OR9A2;gene_biotype=protein_coding"
1901052,NC_000007.14,Gnomon,gene,143029260,143040932,.,-,.,ID=gene-LOC105375544;Dbxref=GeneID:105375544;Name=LOC105375544;description=uncharacterized LOC105375544;gbkey=Gene;gene=LOC105375544;gene_biotype=lncRNA
1901059,NC_000007.14,BestRefSeq,gene,143052341,143053282,.,+,.,"ID=gene-OR6V1;Dbxref=GeneID:346517,HGNC:HGNC:15090;Name=OR6V1;description=olfactory receptor family 6 subfamily V member 1;gbkey=Gene;gene=OR6V1;gene_biotype=protein_coding;gene_synonym=GPR138"
1901068,NC_000007.14,BestRefSeq,gene,143132077,143139739,.,+,.,"ID=gene-PIP;Dbxref=GeneID:5304,HGNC:HGNC:8993,MIM:176720;Name=PIP;description=prolactin induced protein;gbkey=Gene;gene=PIP;gene_biotype=protein_coding;gene_synonym=BRST-2,GCDFP-15,GCDFP15,GPIP4"
1901078,NC_000007.14,BestRefSeq,gene,143183419,143184435,.,+,.,"ID=gene-TAS2R39;Dbxref=GeneID:259285,HGNC:HGNC:18886;Name=TAS2R39;description=taste 2 receptor member 39;gbkey=Gene;gene=TAS2R39;gene_biotype=protein_coding;gene_synonym=T2R39,T2R57"
1901084,NC_000007.14,Gnomon,gene,143202056,143206714,.,-,.,ID=gene-LOC124901764;Dbxref=GeneID:124901764;Name=LOC124901764;description=uncharacterized LOC124901764;gbkey=Gene;gene=LOC124901764;gene_biotype=lncRNA
1901088,NC_000007.14,BestRefSeq,gene,143222037,143223079,.,+,.,"ID=gene-TAS2R40;Dbxref=GeneID:259286,HGNC:HGNC:18885,MIM:613964;Name=TAS2R40;description=taste 2 receptor member 40;gbkey=Gene;gene=TAS2R40;gene_biotype=protein_coding;gene_synonym=GPR60,T2R40,T2R58"
1901092,NC_000007.14,Gnomon,gene,143237575,143263207,.,+,.,ID=gene-LOC105375546;Dbxref=GeneID:105375546;Name=LOC105375546;description=uncharacterized LOC105375546;gbkey=Gene;gene=LOC105375546;gene_biotype=lncRNA
1901107,NC_000007.14,BestRefSeq,gene,143255299,143286334,.,-,.,"ID=gene-TMEM139-AS1;Dbxref=GeneID:105375545,HGNC:HGNC:40988;Name=TMEM139-AS1;description=TMEM139 antisense RNA 1;gbkey=Gene;gene=TMEM139-AS1;gene_biotype=lncRNA"
1901116,NC_000007.14,BestRefSeq,gene,143263441,143269115,.,+,.,"ID=gene-GSTK1;Dbxref=GeneID:373156,HGNC:HGNC:16906,MIM:602321;Name=GSTK1;description=glutathione S-transferase kappa 1;gbkey=Gene;gene=GSTK1;gene_biotype=protein_coding;gene_synonym=GST,GST 13-13,GST13,GST13-13,GSTK1-1,hGSTK1"
1901180,NC_000007.14,BestRefSeq,gene,143284899,143288049,.,+,.,"ID=gene-TMEM139;Dbxref=GeneID:135932,HGNC:HGNC:22058,MIM:616524;Name=TMEM139;description=transmembrane protein 139;gbkey=Gene;gene=TMEM139;gene_biotype=protein_coding"
1901247,NC_000007.14,BestRefSeq,gene,143288351,143307696,.,+,.,"ID=gene-CASP2;Dbxref=GeneID:835,HGNC:HGNC:1503,MIM:600639;Name=CASP2;description=caspase 2;gbkey=Gene;gene=CASP2;gene_biotype=protein_coding;gene_synonym=CASP-2,ICH1,MRT80,NEDD-2,NEDD2,PPP1R57"
1901314,NC_000007.14,BestRefSeq,gene,143316111,143352083,.,+,.,"ID=gene-CLCN1;Dbxref=GeneID:1180,HGNC:HGNC:2019,MIM:118425;Name=CLCN1;description=chloride voltage-gated channel 1;gbkey=Gene;gene=CLCN1;gene_biotype=protein_coding;gene_synonym=CLC1"
1901390,NC_000007.14,BestRefSeq%2CGnomon,gene,143353400,143382304,.,-,.,"ID=gene-FAM131B;Dbxref=GeneID:9715,HGNC:HGNC:22202,MIM:619282;Name=FAM131B;description=family with sequence similarity 131 member B;gbkey=Gene;gene=FAM131B;gene_biotype=protein_coding"
1901530,NC_000007.14,BestRefSeq,gene,143361706,143364265,.,+,.,"ID=gene-FAM131B-AS1;Dbxref=GeneID:101928397,HGNC:HGNC:55208;Name=FAM131B-AS1;description=FAM131B antisense RNA 1;gbkey=Gene;gene=FAM131B-AS1;gene_biotype=lncRNA"
1901535,NC_000007.14,BestRefSeq,gene,143379155,143381025,.,-,.,"ID=gene-FAM131B-AS2;Dbxref=GeneID:100507507,HGNC:HGNC:56141;Name=FAM131B-AS2;description=FAM131B antisense RNA 2;gbkey=Gene;gene=FAM131B-AS2;gene_biotype=lncRNA"
1901545,NC_000007.14,BestRefSeq%2CGnomon,gene,143381345,143391111,.,+,.,"ID=gene-ZYX;Dbxref=GeneID:7791,HGNC:HGNC:13200,MIM:602002;Name=ZYX;description=zyxin;gbkey=Gene;gene=ZYX;gene_biotype=protein_coding;gene_synonym=ESP-2,HED-2"
1901636,NC_000007.14,BestRefSeq,gene,143382686,143382800,.,+,.,"ID=gene-MIR6892;Dbxref=GeneID:102465538,HGNC:HGNC:50053,miRBase:MI0022739;Name=MIR6892;description=microRNA 6892;gbkey=Gene;gene=MIR6892;gene_biotype=miRNA;gene_synonym=hsa-mir-6892"
1901643,NC_000007.14,BestRefSeq,gene,143391129,143408856,.,-,.,"ID=gene-EPHA1;Dbxref=GeneID:2041,HGNC:HGNC:3385,MIM:179610;Name=EPHA1;description=EPH receptor A1;gbkey=Gene;gene=EPHA1;gene_biotype=protein_coding;gene_synonym=EPH,EPHT,EPHT1"
1901690,NC_000007.14,BestRefSeq,gene,143407813,143523449,.,+,.,"ID=gene-EPHA1-AS1;Dbxref=GeneID:285965,HGNC:HGNC:27799;Name=EPHA1-AS1;description=EPHA1 antisense RNA 1;gbkey=Gene;gene=EPHA1-AS1;gene_biotype=lncRNA"
1901702,NC_000007.14,BestRefSeq,gene,143443453,143444409,.,+,.,"ID=gene-TAS2R60;Dbxref=GeneID:338398,HGNC:HGNC:20639,MIM:613968;Name=TAS2R60;description=taste 2 receptor member 60;gbkey=Gene;gene=TAS2R60;gene_biotype=protein_coding;gene_synonym=T2R56,T2R60"
1901708,NC_000007.14,BestRefSeq,gene,143477873,143478796,.,+,.,"ID=gene-TAS2R41;Dbxref=GeneID:259287,HGNC:HGNC:18883,MIM:613965;Name=TAS2R41;description=taste 2 receptor member 41;gbkey=Gene;gene=TAS2R41;gene_biotype=protein_coding;gene_synonym=T2R41,T2R59"
1901715,NC_000007.14,Gnomon,gene,143492977,143496772,.,+,.,ID=gene-LOC105375547;Dbxref=GeneID:105375547;Name=LOC105375547;description=uncharacterized LOC105375547;gbkey=Gene;gene=LOC105375547;gene_biotype=lncRNA
1901729,NC_000007.14,BestRefSeq,gene,143571801,143574387,.,+,.,"ID=gene-CTAGE15;Dbxref=GeneID:441294,HGNC:HGNC:37295;Name=CTAGE15;description=CTAGE family member 15;gbkey=Gene;gene=CTAGE15;gene_biotype=protein_coding;gene_synonym=cTAGE-15,CTAGE15P"
1901734,NC_000007.14,Gnomon,gene,143588770,143620914,.,-,.,ID=gene-LOC101928466;Dbxref=GeneID:101928466;Name=LOC101928466;description=uncharacterized LOC101928466;gbkey=Gene;gene=LOC101928466;gene_biotype=lncRNA
1901769,NC_000007.14,BestRefSeq%2CGnomon,gene,143620974,143730410,.,+,.,"ID=gene-TCAF2;Dbxref=GeneID:285966,HGNC:HGNC:26878,MIM:616252;Name=TCAF2;description=TRPM8 channel associated factor 2;gbkey=Gene;gene=TCAF2;gene_biotype=protein_coding;gene_synonym=FAM115C,FAM139A,GATD9,GATD9B"
1901905,NC_000007.14,BestRefSeq,gene,143755089,143757696,.,-,.,"ID=gene-CTAGE6;Dbxref=GeneID:340307,HGNC:HGNC:28644;Name=CTAGE6;description=CTAGE family member 6;gbkey=Gene;gene=CTAGE6;gene_biotype=protein_coding;gene_synonym=CTAGE6P"
1901928,NC_000007.14,Gnomon,gene,143836763,143860209,.,+,.,ID=gene-LOC112267988;Dbxref=GeneID:112267988;Name=LOC112267988;description=uncharacterized LOC112267988;gbkey=Gene;gene=LOC112267988;gene_biotype=lncRNA
1901957,NC_000007.14,BestRefSeq%2CGnomon,gene,143851375,143902176,.,-,.,"ID=gene-TCAF1;Dbxref=GeneID:9747,HGNC:HGNC:22201,MIM:616251;Name=TCAF1;description=TRPM8 channel associated factor 1;gbkey=Gene;gene=TCAF1;gene_biotype=protein_coding;gene_synonym=FAM115A,GATD9A"
1902104,NC_000007.14,Gnomon,gene,143885451,143901953,.,+,.,ID=gene-LOC105375549;Dbxref=GeneID:105375549;Name=LOC105375549;description=uncharacterized LOC105375549;gbkey=Gene;gene=LOC105375549;gene_biotype=lncRNA
1902123,NC_000007.14,BestRefSeq,gene,143935233,143936186,.,+,.,"ID=gene-OR2F2;Dbxref=GeneID:135948,HGNC:HGNC:8247;Name=OR2F2;description=olfactory receptor family 2 subfamily F member 2;gbkey=Gene;gene=OR2F2;gene_biotype=protein_coding;gene_synonym=OR7-1"
1902129,NC_000007.14,BestRefSeq,gene,143954844,143964360,.,+,.,"ID=gene-OR2F1;Dbxref=GeneID:26211,HGNC:HGNC:8246,MIM:608497;Name=OR2F1;description=olfactory receptor family 2 subfamily F member 1;gbkey=Gene;gene=OR2F1;gene_biotype=protein_coding;gene_synonym=7M1-2,OLF3,OR14-60,OR2F3,OR2F3P,OR2F4,OR2F5,OR7-139,OR7-140"
1902138,NC_000007.14,BestRefSeq,gene,144000320,144008793,.,+,.,"ID=gene-OR6B1;Dbxref=GeneID:135946,HGNC:HGNC:8354;Name=OR6B1;description=olfactory receptor family 6 subfamily B member 1;gbkey=Gene;gene=OR6B1;gene_biotype=protein_coding;gene_synonym=OR7-3,OR7-9"
1902145,NC_000007.14,BestRefSeq,gene,144048948,144058845,.,+,.,"ID=gene-OR2A5;Dbxref=GeneID:393046,HGNC:HGNC:8232;Name=OR2A5;description=olfactory receptor family 2 subfamily A member 5;gbkey=Gene;gene=OR2A5;gene_biotype=protein_coding;gene_synonym=OR2A11P,OR2A26,OR2A8,OR7-138,OR7-141"
1902150,NC_000007.14,BestRefSeq,gene,144069811,144075870,.,+,.,"ID=gene-OR2A25;Dbxref=GeneID:392138,HGNC:HGNC:19562;Name=OR2A25;description=olfactory receptor family 2 subfamily A member 25;gbkey=Gene;gene=OR2A25;gene_biotype=protein_coding;gene_synonym=OR2A24P,OR2A25P,OR2A27"
1902162,NC_000007.14,BestRefSeq,gene,144086278,144098953,.,+,.,"ID=gene-OR2A12;Dbxref=GeneID:346525,HGNC:HGNC:15082;Name=OR2A12;description=olfactory receptor family 2 subfamily A member 12;gbkey=Gene;gene=OR2A12;gene_biotype=protein_coding;gene_synonym=OR2A12P,OR2A16P"
1902167,NC_000007.14,BestRefSeq,gene,144109583,144110539,.,+,.,"ID=gene-OR2A2;Dbxref=GeneID:442361,HGNC:HGNC:8230;Name=OR2A2;description=olfactory receptor family 2 subfamily A member 2;gbkey=Gene;gene=OR2A2;gene_biotype=protein_coding;gene_synonym=OR2A17P,OR2A2P,OR7-11,OST008"
1902172,NC_000007.14,BestRefSeq,gene,144123176,144131188,.,+,.,"ID=gene-OR2A14;Dbxref=GeneID:135941,HGNC:HGNC:15084;Name=OR2A14;description=olfactory receptor family 2 subfamily A member 14;gbkey=Gene;gene=OR2A14;gene_biotype=protein_coding;gene_synonym=OR2A14P,OR2A6,OST182"
1902180,NC_000007.14,BestRefSeq,gene,144183466,144186080,.,+,.,"ID=gene-CTAGE4;Dbxref=GeneID:100128553,HGNC:HGNC:24772,MIM:608910;Name=CTAGE4;description=CTAGE family member 4;gbkey=Gene;gene=CTAGE4;gene_biotype=protein_coding;gene_synonym=cTAGE-4"
1902184,NC_000007.14,BestRefSeq,gene,144186083,144195879,.,-,.,"ID=gene-ARHGEF35;Dbxref=GeneID:445328,HGNC:HGNC:33846;Name=ARHGEF35;description=Rho guanine nucleotide exchange factor 35;gbkey=Gene;gene=ARHGEF35;gene_biotype=protein_coding;gene_synonym=ARHGEF5L"
1902193,NC_000007.14,BestRefSeq,gene,144195321,144299589,.,+,.,"ID=gene-ARHGEF35-AS1;Dbxref=GeneID:101928605,HGNC:HGNC:41292;Name=ARHGEF35-AS1;description=ARHGEF35 antisense RNA 1;gbkey=Gene;gene=ARHGEF35-AS1;gene_biotype=lncRNA"
1902210,NC_000007.14,BestRefSeq,gene,144228244,144239605,.,-,.,"ID=gene-OR2A42;Dbxref=GeneID:402317,HGNC:HGNC:31230;Name=OR2A42;description=olfactory receptor family 2 subfamily A member 42;gbkey=Gene;gene=OR2A42;gene_biotype=protein_coding"
1902218,NC_000007.14,BestRefSeq,gene,144238573,144355718,.,-,.,"ID=gene-OR2A1-AS1;Dbxref=GeneID:101928492,HGNC:HGNC:49168;Name=OR2A1-AS1;description=OR2A1 antisense RNA 1;gbkey=Gene;gene=OR2A1-AS1;gene_biotype=lncRNA"
1902230,NC_000007.14,BestRefSeq,gene,144257663,144264792,.,-,.,"ID=gene-OR2A7;Dbxref=GeneID:401427,HGNC:HGNC:8234;Name=OR2A7;description=olfactory receptor family 2 subfamily A member 7;gbkey=Gene;gene=OR2A7;gene_biotype=protein_coding;gene_synonym=HSDJ0798C17,OR2A21"
1902250,NC_000007.14,BestRefSeq,gene,144266674,144269288,.,-,.,"ID=gene-CTAGE8;Dbxref=GeneID:100142659,HGNC:HGNC:37294;Name=CTAGE8;description=CTAGE family member 8;gbkey=Gene;gene=CTAGE8;gene_biotype=protein_coding;gene_synonym=CTAGE4"
1902259,NC_000007.14,BestRefSeq%2CGnomon,gene,144312079,144322737,.,+,.,"ID=gene-OR2A1;Dbxref=GeneID:346528,HGNC:HGNC:8229;Name=OR2A1;description=olfactory receptor family 2 subfamily A member 1;gbkey=Gene;gene=OR2A1;gene_biotype=protein_coding"
1902272,NC_000007.14,BestRefSeq%2CGnomon,gene,144355402,144380632,.,+,.,"ID=gene-ARHGEF5;Dbxref=GeneID:7984,HGNC:HGNC:13209,MIM:600888;Name=ARHGEF5;description=Rho guanine nucleotide exchange factor 5;gbkey=Gene;gene=ARHGEF5;gene_biotype=protein_coding;gene_synonym=GEF5,P60,TIM,TIM1"
1902321,NC_000007.14,Gnomon,gene,144386463,144390957,.,+,.,ID=gene-LOC124901817;Dbxref=GeneID:124901817;Name=LOC124901817;description=uncharacterized LOC124901817;gbkey=Gene;gene=LOC124901817;gene_biotype=lncRNA
1902325,NC_000007.14,BestRefSeq%2CGnomon,gene,144396900,144410227,.,-,.,"ID=gene-NOBOX;Dbxref=GeneID:135935,HGNC:HGNC:22448,MIM:610934;Name=NOBOX;description=NOBOX oogenesis homeobox;gbkey=Gene;gene=NOBOX;gene_biotype=protein_coding;gene_synonym=OG-2,OG2,OG2X,POF5,TCAG_12042"
1902370,NC_000007.14,BestRefSeq%2CGnomon,gene,144451941,144836437,.,-,.,"ID=gene-TPK1;Dbxref=GeneID:27010,HGNC:HGNC:17358,MIM:606370;Name=TPK1;description=thiamin pyrophosphokinase 1;gbkey=Gene;gene=TPK1;gene_biotype=protein_coding;gene_synonym=HTPK1,PP20,THMD5"
1903094,NC_000007.14,Gnomon,gene,144976903,144979502,.,+,.,ID=gene-LOC105375552;Dbxref=GeneID:105375552;Name=LOC105375552;description=uncharacterized LOC105375552;gbkey=Gene;gene=LOC105375552;gene_biotype=lncRNA
1903120,NC_000007.14,BestRefSeq,gene,145675278,145681390,.,-,.,ID=gene-LOC105375553;Dbxref=GeneID:105375553;Name=LOC105375553;description=uncharacterized LOC105375553;gbkey=Gene;gene=LOC105375553;gene_biotype=lncRNA
1903132,NC_000007.14,Gnomon,gene,145781653,145810306,.,-,.,ID=gene-LOC124901765;Dbxref=GeneID:124901765;Name=LOC124901765;description=uncharacterized LOC124901765;gbkey=Gene;gene=LOC124901765;gene_biotype=lncRNA
1903149,NC_000007.14,BestRefSeq%2CGnomon,gene,146116801,148420998,.,+,.,"ID=gene-CNTNAP2;Dbxref=GeneID:26047,HGNC:HGNC:13830,MIM:604569;Name=CNTNAP2;description=contactin associated protein 2;gbkey=Gene;gene=CNTNAP2;gene_biotype=protein_coding;gene_synonym=AUTS15,CASPR2,CDFE,NRXN4,PTHSL1"
1903243,NC_000007.14,BestRefSeq,gene,147080938,147097609,.,-,.,"ID=gene-CNTNAP2-AS1;Dbxref=GeneID:101928700,HGNC:HGNC:40657;Name=CNTNAP2-AS1;description=CNTNAP2 antisense RNA 1;gbkey=Gene;gene=CNTNAP2-AS1;gene_biotype=lncRNA"
1903251,NC_000007.14,BestRefSeq,gene,147378017,147378121,.,-,.,"ID=gene-MIR548F4;Dbxref=GeneID:100313895,HGNC:HGNC:35308,miRBase:MI0006377;Name=MIR548F4;description=microRNA 548f-4;gbkey=Gene;gene=MIR548F4;gene_biotype=miRNA;gene_synonym=hsa-mir-548f-4,MIR548F-4,MIRN548F4"
1903260,NC_000007.14,Gnomon,gene,147557456,147561387,.,-,.,ID=gene-LOC107986721;Dbxref=GeneID:107986721;Name=LOC107986721;description=uncharacterized LOC107986721;gbkey=Gene;gene=LOC107986721;gene_biotype=lncRNA
1903269,NC_000007.14,BestRefSeq,gene,147671679,147673144,.,+,.,ID=gene-LOC105375556;Dbxref=GeneID:105375556;Name=LOC105375556;description=uncharacterized LOC105375556;gbkey=Gene;gene=LOC105375556;gene_biotype=lncRNA
1903315,NC_000007.14,Gnomon,gene,148381638,148436767,.,-,.,ID=gene-LOC105375554;Dbxref=GeneID:105375554;Name=LOC105375554;description=uncharacterized LOC105375554;gbkey=Gene;gene=LOC105375554;gene_biotype=lncRNA
1903336,NC_000007.14,cmsearch,gene,148389645,148389859,.,+,.,ID=gene-LOC124901859;Dbxref=GeneID:124901859;Name=LOC124901859;description=small nucleolar RNA U3;gbkey=Gene;gene=LOC124901859;gene_biotype=snoRNA
1903353,NC_000007.14,Gnomon,gene,148543561,148572231,.,-,.,ID=gene-LOC124901766;Dbxref=GeneID:124901766;Name=LOC124901766;description=uncharacterized LOC124901766;gbkey=Gene;gene=LOC124901766;gene_biotype=lncRNA
1903372,NC_000007.14,BestRefSeq,gene,148590766,148615860,.,+,.,"ID=gene-C7orf33;Dbxref=GeneID:202865,HGNC:HGNC:21724;Name=C7orf33;description=chromosome 7 open reading frame 33;gbkey=Gene;gene=C7orf33;gene_biotype=protein_coding"
1903382,NC_000007.14,Gnomon,gene,148603568,148608408,.,-,.,"ID=gene-LOC124901818;Dbxref=GeneID:124901818;Name=LOC124901818;description=protein GVQW1-like;end_range=148608408,.;gbkey=Gene;gene=LOC124901818;gene_biotype=protein_coding;partial=true"
1903396,NC_000007.14,Gnomon,gene,148624340,148625440,.,-,.,ID=gene-LOC105375557;Dbxref=GeneID:105375557;Name=LOC105375557;description=uncharacterized LOC105375557;gbkey=Gene;gene=LOC105375557;gene_biotype=lncRNA
1903407,NC_000007.14,BestRefSeq,gene,148697756,148801110,.,+,.,"ID=gene-CUL1;Dbxref=GeneID:8454,HGNC:HGNC:2551,MIM:603134;Name=CUL1;description=cullin 1;gbkey=Gene;gene=CUL1;gene_biotype=protein_coding"
1903690,NC_000007.14,BestRefSeq%2CGnomon,gene,148807383,148884291,.,-,.,"ID=gene-EZH2;Dbxref=GeneID:2146,HGNC:HGNC:3527,MIM:601573;Name=EZH2;description=enhancer of zeste 2 polycomb repressive complex 2 subunit;gbkey=Gene;gene=EZH2;gene_biotype=protein_coding;gene_synonym=ENX-1,ENX1,EZH2b,KMT6,KMT6A,WVS,WVS2"
1905328,NC_000007.14,Gnomon,gene,148885189,148887796,.,+,.,ID=gene-LOC124901767;Dbxref=GeneID:124901767;Name=LOC124901767;description=uncharacterized LOC124901767;gbkey=Gene;gene=LOC124901767;gene_biotype=lncRNA
1905335,NC_000007.14,BestRefSeq,gene,148941488,148941571,.,+,.,"ID=gene-RNY5;Dbxref=GeneID:6090,HGNC:HGNC:10248,MIM:601824;Name=RNY5;description=RNA%2C Ro60-associated Y5;gbkey=Gene;gene=RNY5;gene_biotype=Y_RNA;gene_synonym=hY5,Y5"
1905340,NC_000007.14,BestRefSeq,gene,148963315,148963410,.,+,.,"ID=gene-RNY4;Dbxref=GeneID:6086,HGNC:HGNC:10244,MIM:601823;Name=RNY4;description=RNA%2C Ro60-associated Y4;gbkey=Gene;gene=RNY4;gene_biotype=Y_RNA;gene_synonym=HY4,Y4"
1905347,NC_000007.14,Gnomon,gene,148967034,148970770,.,+,.,ID=gene-LOC124901768;Dbxref=GeneID:124901768;Name=LOC124901768;description=uncharacterized LOC124901768;gbkey=Gene;gene=LOC124901768;gene_biotype=lncRNA
1905363,NC_000007.14,BestRefSeq,gene,148983755,148983856,.,+,.,"ID=gene-RNY3;Dbxref=GeneID:6085,HGNC:HGNC:10243,MIM:601822;Name=RNY3;description=RNA%2C Ro60-associated Y3;gbkey=Gene;gene=RNY3;gene_biotype=Y_RNA;gene_synonym=HY3,Y3"
1905366,NC_000007.14,BestRefSeq,gene,148987136,148987248,.,-,.,"ID=gene-RNY1;Dbxref=GeneID:6084,HGNC:HGNC:10242,MIM:601821;Name=RNY1;description=RNA%2C Ro60-associated Y1;gbkey=Gene;gene=RNY1;gene_biotype=Y_RNA;gene_synonym=HY1,Y1"
1905374,NC_000007.14,BestRefSeq,gene,148987527,148989429,.,+,.,"ID=gene-GHET1;Dbxref=GeneID:102723099,HGNC:HGNC:49425,MIM:619888;Name=GHET1;description=gastric carcinoma proliferation enhancing transcript 1;gbkey=Gene;gene=GHET1;gene_biotype=lncRNA;gene_synonym=lncRNA-GHET1"
1905378,NC_000007.14,BestRefSeq,gene,149003051,149028505,.,-,.,"ID=gene-PDIA4;Dbxref=GeneID:9601,HGNC:HGNC:30167,MIM:620018;Name=PDIA4;description=protein disulfide isomerase family A member 4;gbkey=Gene;gene=PDIA4;gene_biotype=protein_coding;gene_synonym=ERp-72,ERP70,ERP72"
1905522,NC_000007.14,BestRefSeq,gene,149069641,149090718,.,-,.,"ID=gene-ZNF786;Dbxref=GeneID:136051,HGNC:HGNC:21806;Name=ZNF786;description=zinc finger protein 786;gbkey=Gene;gene=ZNF786;gene_biotype=protein_coding"
1905540,NC_000007.14,BestRefSeq,gene,149102784,149126324,.,-,.,"ID=gene-ZNF425;Dbxref=GeneID:155054,HGNC:HGNC:20690,MIM:619507;Name=ZNF425;description=zinc finger protein 425;gbkey=Gene;gene=ZNF425;gene_biotype=protein_coding"
1905563,NC_000007.14,BestRefSeq%2CGnomon,gene,149126408,149183042,.,+,.,"ID=gene-ZNF398;Dbxref=GeneID:57541,HGNC:HGNC:18373,MIM:618593;Name=ZNF398;description=zinc finger protein 398;gbkey=Gene;gene=ZNF398;gene_biotype=protein_coding;gene_synonym=P51,P71,ZER6"
1905633,NC_000007.14,Gnomon,gene,149142964,149147361,.,-,.,ID=gene-LOC107986856;Dbxref=GeneID:107986856;Name=LOC107986856;description=uncharacterized LOC107986856;gbkey=Gene;gene=LOC107986856;gene_biotype=lncRNA
1905670,NC_000007.14,BestRefSeq%2CGnomon,gene,149195546,149226243,.,+,.,"ID=gene-ZNF282;Dbxref=GeneID:8427,HGNC:HGNC:13076,MIM:603397;Name=ZNF282;description=zinc finger protein 282;gbkey=Gene;gene=ZNF282;gene_biotype=protein_coding;gene_synonym=HUB1"
1905740,NC_000007.14,BestRefSeq,gene,149239651,149255606,.,+,.,"ID=gene-ZNF212;Dbxref=GeneID:7988,HGNC:HGNC:13004,MIM:602386;Name=ZNF212;description=zinc finger protein 212;gbkey=Gene;gene=ZNF212;gene_biotype=protein_coding;gene_synonym=C2H2-150,ZNF182,ZNFC150"
1905752,NC_000007.14,Gnomon,gene,149255974,149262341,.,-,.,ID=gene-LOC124901769;Dbxref=GeneID:124901769;Name=LOC124901769;description=uncharacterized LOC124901769;gbkey=Gene;gene=LOC124901769;gene_biotype=lncRNA
1905758,NC_000007.14,BestRefSeq%2CGnomon,gene,149262196,149284994,.,+,.,"ID=gene-ZNF783;Dbxref=GeneID:100289678,HGNC:HGNC:27222;Name=ZNF783;description=zinc finger protein 783;gbkey=Gene;gene=ZNF783;gene_biotype=protein_coding"
1905838,NC_000007.14,tRNAscan-SE,gene,149310190,149310261,.,+,.,"ID=gene-TRC-GCA1-1;Dbxref=GeneID:100189144,HGNC:HGNC:34706;Name=TRC-GCA1-1;description=tRNA-Cys (anticodon GCA) 1-1;gbkey=Gene;gene=TRC-GCA1-1;gene_biotype=tRNA"
1905847,NC_000007.14,tRNAscan-SE,gene,149331129,149331200,.,+,.,"ID=gene-TRC-GCA9-2;Dbxref=GeneID:100189413,HGNC:HGNC:34982;Name=TRC-GCA9-2;description=tRNA-Cys (anticodon GCA) 9-2;gbkey=Gene;gene=TRC-GCA9-2;gene_biotype=tRNA"
1905851,NC_000007.14,tRNAscan-SE,gene,149355675,149355746,.,-,.,"ID=gene-TRC-GCA13-1;Dbxref=GeneID:100189357,HGNC:HGNC:34925;Name=TRC-GCA13-1;description=tRNA-Cys (anticodon GCA) 13-1;gbkey=Gene;gene=TRC-GCA13-1;gene_biotype=tRNA"
1905855,NC_000007.14,Gnomon,gene,149369806,149371336,.,+,.,ID=gene-LOC124901770;Dbxref=GeneID:124901770;Name=LOC124901770;description=uncharacterized LOC124901770;gbkey=Gene;gene=LOC124901770;gene_biotype=lncRNA
1905860,NC_000007.14,tRNAscan-SE,gene,149375759,149375830,.,-,.,"ID=gene-TRC-GCA18-1;Dbxref=GeneID:100189049,HGNC:HGNC:34608;Name=TRC-GCA18-1;description=tRNA-Cys (anticodon GCA) 18-1;gbkey=Gene;gene=TRC-GCA18-1;gene_biotype=tRNA"
1905863,NC_000007.14,tRNAscan-SE,gene,149377510,149377581,.,-,.,"ID=gene-TRC-GCA10-1;Dbxref=GeneID:100189305,HGNC:HGNC:34871;Name=TRC-GCA10-1;description=tRNA-Cys (anticodon GCA) 10-1;gbkey=Gene;gene=TRC-GCA10-1;gene_biotype=tRNA"
1905866,NC_000007.14,Gnomon,gene,149397183,149401481,.,-,.,ID=gene-LOC105375559;Dbxref=GeneID:105375559;Name=LOC105375559;description=uncharacterized LOC105375559;gbkey=Gene;gene=LOC105375559;gene_biotype=lncRNA
1905874,NC_000007.14,Gnomon,gene,149398204,149401456,.,+,.,ID=gene-LOC101928733;Dbxref=GeneID:101928733;Name=LOC101928733;description=uncharacterized LOC101928733;gbkey=Gene;gene=LOC101928733;gene_biotype=lncRNA
1905878,NC_000007.14,tRNAscan-SE,gene,149415138,149415209,.,-,.,"ID=gene-TRC-GCA11-1;Dbxref=GeneID:100189008,HGNC:HGNC:34566;Name=TRC-GCA11-1;description=tRNA-Cys (anticodon GCA) 11-1;gbkey=Gene;gene=TRC-GCA11-1;gene_biotype=tRNA"
1905887,NC_000007.14,BestRefSeq%2CGnomon,gene,149431363,149461062,.,-,.,"ID=gene-ZNF777;Dbxref=GeneID:27153,HGNC:HGNC:22213,MIM:619298;Name=ZNF777;description=zinc finger protein 777;gbkey=Gene;gene=ZNF777;gene_biotype=protein_coding"
